OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
236926,b'\x00\x01\xad\x10\x00\x00\xc8\xc6d \xb8*\\\xc0\xb8\x17\xe5\xc7\x0f\x11D@\xc8\xc6d \xb8*\\\xc0\xb8\x17\xe5\xc7\x0f\x11D@|\x01\x00\x00\x00\xc8\xc6d \xb8*\\\xc0\xb8\x17\xe5\xc7\x0f\x11D@\xfe',241192,W-20410,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,R153,DAVIS KNOL,,,UT4022111265619960708,DAVIS KNOLL COMPLEX (DAVIS KNOLL),DAVIS KNOLL COMPLEX,1996,7/8/1996,190,800,Natural,Natural,,7/12/1996,194,2000,28540,G,40.1333,-112.6675,BLM,UT,,,
236950,b'\x00\x01\xad\x10\x00\x00p\x068\xea\x0c\x10\\\xc0\x98\xec\x98Z\xb9\x1bD@p\x068\xea\x0c\x10\\\xc0\x98\xec\x98Z\xb9\x1bD@|\x01\x00\x00\x00p\x068\xea\x0c\x10\\\xc0\x98\xec\x98Z\xb9\x1bD@\xfe',241217,W-20453,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,R197,CAMP FLOYD,,,UT4021111211619960801,CAMP FLOYD,,1996,8/1/1996,214,1720,Natural,Natural,,8/3/1996,216,1800,5542,G,40.2166,-112.2508,BLM,UT,,,
236959,b'\x00\x01\xad\x10\x00\x00d\xd9\xb7\x86\x1e1\\\xc0\x98\x7f7\x8e\xec\x0eD@d\xd9\xb7\x86\x1e1\\\xc0\x98\x7f7\x8e\xec\x0eD@|\x01\x00\x00\x00d\xd9\xb7\x86\x1e1\\\xc0\x98\x7f7\x8e\xec\x0eD@\xfe',241226,W-20470,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,R214,TEDDY BEAR,,,UT4018411280619960804,NORTH STANSBURY COMPLEX (TEDDY BEARS),NORTH STANSBURY COMPLEX,1996,8/4/1996,217,1730,Human,Missing data/not specified/undetermined,,8/9/1996,222,1800,18540,G,40.1166,-112.7675,BLM,UT,,,
236975,"b""\x00\x01\xad\x10\x00\x00\xd0'n\xec\x847\\\xc0H\xe4v-v\x97D@\xd0'n\xec\x847\\\xc0H\xe4v-v\x97D@|\x01\x00\x00\x00\xd0'n\xec\x847\\\xc0H\xe4v-v\x97D@\xfe""",241245,W-20330,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,R024,DEATH RDG,,,UT4118211286419960907,DEATH RDG,,1996,9/7/1996,251,2340,Human,Missing data/not specified/undetermined,,9/8/1996,252,1330,5000,G,41.1833,-112.8675,BLM,UT,,,
236985,b'\x00\x01\xad\x10\x00\x00\x10\x96\xae\xe9\x0c \\\xc0\xb0\x04B\xedbfD@\x10\x96\xae\xe9\x0c \\\xc0\xb0\x04B\xedbfD@|\x01\x00\x00\x00\x10\x96\xae\xe9\x0c \\\xc0\xb0\x04B\xedbfD@\xfe',241255,W-20350,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,R044,TABBY MTN,,,UT4081111249619960913,TABBY MOUNTAIN,,1996,9/13/1996,257,1210,Natural,Natural,,9/16/1996,260,1300,5500,G,40.7999,-112.5008,BLM,UT,,,
237082,b'\x00\x01\xad\x10\x00\x00\x8c`\x9c%\xec\x0f\\\xc0\xa8\xd0\xfe|%\x1cD@\x8c`\x9c%\xec\x0f\\\xc0\xa8\xd0\xfe|%\x1cD@|\x01\x00\x00\x00\x8c`\x9c%\xec\x0f\\\xc0\xa8\xd0\xfe|%\x1cD@\xfe',241357,W-8853,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,Q077,FAUST,,,UT4025211223019980703,FAUST,,1998,7/3/1998,184,1040,Human,Missing data/not specified/undetermined,,7/8/1998,189,1900,6550,G,40.2199,-112.2488,BLM,UT,,,
237097,b'\x00\x01\xad\x10\x00\x008\xee\x99\xc7\x0f5\\\xc0x\x94\xf2\xe3\xfa;D@8\xee\x99\xc7\x0f5\\\xc0x\x94\xf2\xe3\xfa;D@|\x01\x00\x00\x008\xee\x99\xc7\x0f5\\\xc0x\x94\xf2\xe3\xfa;D@\xfe',241372,W-8870,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,Q094,TEKOI,,,UT4042611285919980713,TEKOI,,1998,7/13/1998,194,1500,Human,Equipment and vehicle use,,7/15/1998,196,1800,20700,G,40.4686,-112.8291,BLM,UT,,,
237109,b'\x00\x01\xad\x10\x00\x00\x9c\xd6\xa9\xfc\x8f\x10\\\xc0\x88\xd5Yy>\x17D@\x9c\xd6\xa9\xfc\x8f\x10\\\xc0\x88\xd5Yy>\x17D@|\x01\x00\x00\x00\x9c\xd6\xa9\xfc\x8f\x10\\\xc0\x88\xd5Yy>\x17D@\xfe',241384,W-8882,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,Q106,TOPLIFF,,,UT4018811232019980720,SALT LAKE COMPLEX (TOPLIFF),SALT LAKE COMPLEX,1998,7/20/1998,201,2000,Natural,Natural,,7/23/1998,204,1800,13926,G,40.1816,-112.2588,BLM,UT,,,
237487,b'\x00\x01\xad\x10\x00\x00\x8c\x9a7\xcd\x89\x07^\xc0\xc0X\xb6\xaeO5G@\x8c\x9a7\xcd\x89\x07^\xc0\xc0X\xb6\xaeO5G@|\x01\x00\x00\x00\x8c\x9a7\xcd\x89\x07^\xc0\xc0X\xb6\xaeO5G@\xfe',241775,W-41214,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P485,RATTLESNAK,,,WA4646612002719920609,RATTLESNAK,,1992,6/9/1992,161,1210,Human,Debris and open burning,,6/10/1992,162,1700,17627.8,G,46.4165,-120.1178,PRIVATE,WA,,,
237554,b'\x00\x01\xad\x10\x00\x00\x08\xcf\xa96h\x15^\xc0\xe0\x18\xc3\x88\xfc?G@\x08\xcf\xa96h\x15^\xc0\xe0\x18\xc3\x88\xfc?G@|\x01\x00\x00\x00\x08\xcf\xa96h\x15^\xc0\xe0\x18\xc3\x88\xfc?G@\xfe',241849,W-19620,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P417,ELEPHANT 2,,,WA4649712029119960615,ELEPHANT 2,,1996,6/15/1996,167,1810,Human,Equipment and vehicle use,,6/15/1996,167,2330,5830,G,46.4999,-120.3345,BLM,WA,,,
237556,"b'\x00\x01\xad\x10\x00\x00\xb8j,\xce\x89\xb7]\xc0 ]AG\xe9.G@\xb8j,\xce\x89\xb7]\xc0 ]AG\xe9.G@|\x01\x00\x00\x00\xb8j,\xce\x89\xb7]\xc0 ]AG\xe9.G@\xfe'",241851,W-19623,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P420,JUNIPER,,,WA4636511885519960629,JUNIPER,,1996,6/29/1996,181,1038,Human,Equipment and vehicle use,,6/30/1996,182,1900,8480,G,46.3665,-118.8678,BLM,WA,,,
237568,b'\x00\x01\xad\x10\x00\x00PCv9\xe0\xfc]\xc0@9h\xeeb\xa6G@PCv9\xe0\xfc]\xc0@9h\xeeb\xa6G@|\x01\x00\x00\x00PCv9\xe0\xfc]\xc0@9h\xeeb\xa6G@\xfe',241863,W-19637,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P437,QUINCY,,,WA4733211988819960803,QUINCY,,1996,8/3/1996,216,515,Natural,Natural,,8/3/1996,216,1400,8450,G,47.2999,-119.9512,STATE,WA,,,
237570,b'\x00\x01\xad\x10\x00\x00\\oe\x00\xbd\xfa]\xc0\xa0\xab&U\xc9LG@\\oe\x00\xbd\xfa]\xc0\xa0\xab&U\xc9LG@|\x01\x00\x00\x00\\oe\x00\xbd\xfa]\xc0\xa0\xab&U\xc9LG@\xfe',241865,W-19641,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P441,COLD CREEK,,,WA4667912005019960814,COLD CREEK,,1996,8/14/1996,227,1500,Human,Missing data/not specified/undetermined,,8/18/1996,231,1700,57520,G,46.5999,-119.9178,TRIBAL,WA,,,
237575,b'\x00\x01\xad\x10\x00\x00\xe4\xc2\xcaf#\xb1]\xc0\xc8R\xd7\x86\xfc\xbfG@\xe4\xc2\xcaf#\xb1]\xc0\xc8R\xd7\x86\xfc\xbfG@|\x01\x00\x00\x00\xe4\xc2\xcaf#\xb1]\xc0\xc8R\xd7\x86\xfc\xbfG@\xfe',241870,W-19647,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P447,LINCOLN,,,WA4750011876819960830,LINCOLN,,1996,8/30/1996,243,1830,Human,Debris and open burning,,9/1/1996,245,1700,20080,G,47.4999,-118.7678,PRIVATE,WA,,,
237590,b'\x00\x01\xad\x10\x00\x000\x84\xdb[CS]\xc00\xc4\xe9E\xe9.G@0\x84\xdb[CS]\xc00\xc4\xe9E\xe9.G@|\x01\x00\x00\x000\x84\xdb[CS]\xc00\xc4\xe9E\xe9.G@\xfe',241885,W-12820,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P469,POWWAHKEE,,,WA4636611730419970802,POW WAH KEE,,1997,8/2/1997,214,1135,Natural,Natural,,8/4/1997,216,1800,6500,G,46.3665,-117.301,PRIVATE,WA,,,
237593,b'\x00\x01\xad\x10\x00\x00\xa8\xc8\xe97h\xc5]\xc0XC\x97G\xe9\x0eG@\xa8\xc8\xe97h\xc5]\xc0XC\x97G\xe9\x0eG@|\x01\x00\x00\x00\xa8\xc8\xe97h\xc5]\xc0XC\x97G\xe9\x0eG@\xfe',241888,W-12828,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P477,OLYMPIA ST,,,WA4614011912319970826,OLYMPIA COMMAND,,1997,8/26/1997,238,1635,Human,Debris and open burning,,8/28/1997,240,600,5500,G,46.1165,-119.0845,PRIVATE,WA,,,
237601,b'\x00\x01\xad\x10\x00\x00\xa4\xfd\x16j\x9b\xe8]\xc0\xb8\xedc\xeebfG@\xa4\xfd\x16j\x9b\xe8]\xc0\xb8\xedc\xeebfG@|\x01\x00\x00\x00\xa4\xfd\x16j\x9b\xe8]\xc0\xb8\xedc\xeebfG@\xfe',241897,W-8476,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P490,SADDLE MTN,,,WA4680011963819980622,SADDLE MOUNTAIN,,1998,6/22/1998,173,1800,Natural,Natural,,6/25/1998,176,1800,8300,G,46.7999,-119.6345,BLM,WA,,,
237602,b'\x00\x01\xad\x10\x00\x00\x14gV\x00\xbd\n^\xc0\xa8\n!\x15\xb6;G@\x14gV\x00\xbd\n^\xc0\xa8\n!\x15\xb6;G@|\x01\x00\x00\x00\x14gV\x00\xbd\n^\xc0\xa8\n!\x15\xb6;G@\xfe',241898,W-8478,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P492,RATTLESNAK,,,WA4644612013919980701,RATTLESNAKE,,1998,7/1/1998,182,1416,Natural,Natural,,7/2/1998,183,2359,10880,G,46.4665,-120.1678,BLM,WA,,,
237607,b'\x00\x01\xad\x10\x00\x00xoy\x9d\xce\x1b^\xc0\x00\xe4\xa1\x15\xb6\xfbF@xoy\x9d\xce\x1b^\xc0\x00\xe4\xa1\x15\xb6\xfbF@|\x01\x00\x00\x00xoy\x9d\xce\x1b^\xc0\x00\xe4\xa1\x15\xb6\xfbF@\xfe',241903,W-8444,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P401,CLEVELAND,,,WA4596712037519980727,CLEVELAND,,1998,7/27/1998,208,1409,Natural,Natural,,8/10/1998,222,1245,18500,G,45.9665,-120.4345,PRIVATE,WA,,,
237609,b'\x00\x01\xad\x10\x00\x00d\x9a\xb0\xfdD\x93]\xc0\xa0\xddry\x1c\xa2G@d\x9a\xb0\xfdD\x93]\xc0\xa0\xddry\x1c\xa2G@|\x01\x00\x00\x00d\x9a\xb0\xfdD\x93]\xc0\xa0\xddry\x1c\xa2G@\xfe',241905,W-8446,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P403,TOKIO,,,WA4726311826019980729,TOKIO,,1998,7/29/1998,210,1600,Human,Railroad operations and maintenance,,7/30/1998,211,400,18120,G,47.2665,-118.3011,PRIVATE,WA,,,
237668,b'\x00\x01\xad\x10\x00\x00\x08\x9f\x06<+\xa2Z\xc0\xc8~\xc2\xb8\x1fbF@\x08\x9f\x06<+\xa2Z\xc0\xc8~\xc2\xb8\x1fbF@|\x01\x00\x00\x00\x08\x9f\x06<+\xa2Z\xc0\xc8~\xc2\xb8\x1fbF@\xfe',241971,W-32128,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,T847,BARREL SPR,,,WY4475910642319940822,BARREL SPR,,1994,8/22/1994,234,1500,Natural,Natural,,8/25/1994,237,1200,13400,G,44.7666,-106.5339,PRIVATE,WY,,,
237730,b'\x00\x01\xad\x10\x00\x00\xb0\xda\x10\xa4\x91\x88Z\xc0\x98\xf1\xe3\xc0\x0fqE@\xb0\xda\x10\xa4\x91\x88Z\xc0\x98\xf1\xe3\xc0\x0fqE@|\x01\x00\x00\x00\xb0\xda\x10\xa4\x91\x88Z\xc0\x98\xf1\xe3\xc0\x0fqE@\xfe',242034,W-20619,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,T766,GEARY D. 2,,,WY4295210603319960802,GEARY D. 2,,1996,8/2/1996,215,1701,Natural,Natural,,8/4/1996,217,1035,14700,G,42.8833,-106.1339,PRIVATE,WY,,,
237753,b'\x00\x01\xad\x10\x00\x00\xfch\xd5:\xb3jZ\xc0\x10\x1dQ\xfa2sE@\xfch\xd5:\xb3jZ\xc0\x10\x1dQ\xfa2sE@|\x01\x00\x00\x00\xfch\xd5:\xb3jZ\xc0\x10\x1dQ\xfa2sE@\xfe',242059,W-20665,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,T812,BONER,,,WY4295210564619960904,BONER,,1996,9/4/1996,248,1630,Natural,Natural,,9/5/1996,249,1300,53930,G,42.9,-105.6672,PRIVATE,WY,,,
237757,b'\x00\x01\xad\x10\x00\x00\x84\xa2U:\xb3\x8aZ\xc0PF\x87\xedRuE@\x84\xa2U:\xb3\x8aZ\xc0PF\x87\xedRuE@|\x01\x00\x00\x00\x84\xa2U:\xb3\x8aZ\xc0PF\x87\xedRuE@\xfe',242063,W-20675,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,T822,COLE CREEK,,,WY4294710610019960930,COLE CREEK,,1996,9/30/1996,274,1100,Human,Equipment and vehicle use,,10/1/1996,275,1200,9290,G,42.9166,-106.1672,PRIVATE,WY,,,
237831,b'\x00\x01\xad\x10\x00\x00\x88N\xf7\x83\xbfhZ\xc0\x00g\xb9q\xad\xf0E@\x88N\xf7\x83\xbfhZ\xc0\x00g\xb9q\xad\xf0E@|\x01\x00\x00\x00\x88N\xf7\x83\xbfhZ\xc0\x00g\xb9q\xad\xf0E@\xfe',242142,W-91984,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,T950,CLARKELEN,1999_WY-CPX-_CLARKELEN,,WY4389910558419991031,CLARKELEN,,1999,10/31/1999,304,1346,Human,Power generation/transmission/distribution,,11/1/1999,305,1200,20000,G,43.8803,-105.6367,BLM,WY,Campbell,56005,Campbell County
238392,b'\x00\x01\xad\x10\x00\x00\xb8\xaa\x9duN\xe4Z\xc0p\xab).f\xc6E@\xb8\xaa\x9duN\xe4Z\xc0p\xab).f\xc6E@|\x01\x00\x00\x00\xb8\xaa\x9duN\xe4Z\xc0p\xab).f\xc6E@\xfe',242708,W-20837,FED,DOI-WFMI,BLM,USWYWOD,Worland Field Office,WYWOD,Worland Field Office,,,T079,BATES,,,WY4363910752719960825,BATES,,1996,8/25/1996,238,1730,Natural,Natural,,8/30/1996,243,1800,38858,G,43.55,-107.5673,PRIVATE,WY,,,
238396,b'\x00\x01\xad\x10\x00\x00\xe0\xbe\xdd\xab\xf9\xeeZ\xc0\x88\xe9\xfc\xfa2\xd3E@\xe0\xbe\xdd\xab\xf9\xeeZ\xc0\x88\xe9\xfc\xfa2\xd3E@|\x01\x00\x00\x00\xe0\xbe\xdd\xab\xf9\xeeZ\xc0\x88\xe9\xfc\xfa2\xd3E@\xfe',242712,W-20833,FED,DOI-WFMI,BLM,USWYWOD,Worland Field Office,WYWOD,Worland Field Office,,,T075,EBLACK MTN,,,WY4376410782819960825,EBLACK MTN,,1996,8/25/1996,238,1811,Natural,Natural,,8/29/1996,242,1900,48843.6,G,43.65,-107.734,BLM,WY,,,
238429,b'\x00\x01\xad\x10\x00\x00\xb3\x81\xe8\x07\xbd\xe2b\xc0\xd8\xf5\xda\xf2e\xd7O@\xb3\x81\xe8\x07\xbd\xe2b\xc0\xd8\xf5\xda\xf2e\xd7O@|\x01\x00\x00\x00\xb3\x81\xe8\x07\xbd\xe2b\xc0\xd8\xf5\xda\xf2e\xd7O@\xfe',242748,W-270262,FED,DOI-WFMI,NPS,USAKDEP,Denali National Park and Preserve,AKDEP,Denali National Park & Preserve,1,,,MOOSE CRK1,,,,,,1993,6/3/1993,154,1815,Natural,Natural,,9/3/1993,246,1200,11249,G,63.6828,-151.0856,NPS,AK,,,
239104,b'\x00\x01\xad\x10\x00\x00t\xd4&\xbbj\xab[\xc0\xe0\xccj\x7f\xbc\x15@@t\xd4&\xbbj\xab[\xc0\xe0\xccj\x7f\xbc\x15@@|\x01\x00\x00\x00t\xd4&\xbbj\xab[\xc0\xe0\xccj\x7f\xbc\x15@@\xfe',243515,W-264201,FED,DOI-WFMI,NPS,USAZSAP,Saguaro National Park,AZSAP,Saguaro National Park,9910,,,BOX CANYON,1999_AZ-SAP-9910_BOX CANYON,,AZ3217611066119990618,BOX CANYON,,1999,6/18/1999,169,1315,Natural,Natural,,,,,6476,G,32.16982,-110.6784,NPS,AZ,,,
239698,b'\x00\x01\xad\x10\x00\x00\xec\x1a\xbf\xb3G\x84\\\xc0X\xc5\xe5\\0_H@\xec\x1a\xbf\xb3G\x84\\\xc0X\xc5\xe5\\0_H@|\x01\x00\x00\x00\xec\x1a\xbf\xb3G\x84\\\xc0X\xc5\xe5\\0_H@\xfe',244184,W-263274,FED,DOI-WFMI,NPS,USMTGNP,Glacier National Park,MTGNP,Glacier National Park,31,,,ADAIR #2,,,MT4871911410119940812,NORTH FORK COMPLEX (ADAIR II),NORTH FORK COMPLEX,1994,8/12/1994,224,1600,Natural,Natural,,11/30/1994,334,2000,8055,G,48.74367,-114.06689,NPS,MT,,,
239756,b'\x00\x01\xad\x10\x00\x00\x80\x96\xb5\x1a\x00z\\\xc0\xe8\x8f\xcbM\xcegH@\x80\x96\xb5\x1a\x00z\\\xc0\xe8\x8f\xcbM\xcegH@|\x01\x00\x00\x00\x80\x96\xb5\x1a\x00z\\\xc0\xe8\x8f\xcbM\xcegH@\xfe',244244,W-263383,FED,DOI-WFMI,NPS,USMTGNP,Glacier National Park,MTGNP,Glacier National Park,28,,,MCDONALD CREEK,,,MT4882411388319980830,KOOTENAI COMPLEX (MCDONALD),KOOTENAI COMPLEX,1998,8/30/1998,242,1650,Natural,Natural,,,,,8758,G,48.81099,-113.90627,NPS,MT,,,
239763,b'\x00\x01\xad\x10\x00\x00\xec\xc7\xb5\xed0\x88\\\xc0\x10\x86;c\x94RH@\xec\xc7\xb5\xed0\x88\\\xc0\x10\x86;c\x94RH@|\x01\x00\x00\x00\xec\xc7\xb5\xed0\x88\\\xc0\x10\x86;c\x94RH@\xfe',244251,W-263406,FED,DOI-WFMI,NPS,USMTGNP,Glacier National Park,MTGNP,Glacier National Park,13,,,ANACONDA,1999_MT-GNP-0013_ANACONDA FIRE,,MT4868711403819990806,ANACONDA,,1999,8/6/1999,218,1500,Natural,Natural,,,,,10812,G,48.64516,-114.128,NPS,MT,,,
240272,b'\x00\x01\xad\x10\x00\x00\x14\x10\xe5\x01\xe84Z\xc0 <M\x1fg\xe5?@\x14\x10\xe5\x01\xe84Z\xc0 <M\x1fg\xe5?@|\x01\x00\x00\x00\x14\x10\xe5\x01\xe84Z\xc0 <M\x1fg\xe5?@\xfe',244792,W-266134,FED,DOI-WFMI,NPS,USTXGUP,Guadalupe Mountains National Park,TXGUP,Guadalupe Mountains National Park,2,,,PINE,,,TX3190810480919930508,PINE,,1993,5/8/1993,128,1400,Human,Misuse of fire by a minor,Minor,5/11/1993,131,1800,6510,G,31.89611,-104.82667,NPS,TX,,,
240278,b'\x00\x01\xad\x10\x00\x00`\xbb\x10\xe5\xaa8Z\xc0P\x1e\xb1\xab\x03\xfb?@`\xbb\x10\xe5\xaa8Z\xc0P\x1e\xb1\xab\x03\xfb?@|\x01\x00\x00\x00`\xbb\x10\xe5\xaa8Z\xc0P\x1e\xb1\xab\x03\xfb?@\xfe',244798,W-266148,FED,DOI-WFMI,NPS,USTXGUP,Guadalupe Mountains National Park,TXGUP,Guadalupe Mountains National Park,6,,,MARCUS,,,TX3198110486819940608,MARCUS,,1994,6/8/1994,159,1600,Natural,Natural,,6/16/1994,167,1800,6250,G,31.98053,-104.88544,NPS,TX,,,
240416,b'\x00\x01\xad\x10\x00\x00L\x08\x82\x9f\x8fqY\xc0\xb0|\xb9c\xb2\xc4A@L\x08\x82\x9f\x8fqY\xc0\xb0|\xb9c\xb2\xc4A@|\x01\x00\x00\x00L\x08\x82\x9f\x8fqY\xc0\xb0|\xb9c\xb2\xc4A@\xfe',244937,W-268919,FED,DOI-WFMI,NPS,USTXLAP,Lake Meredith National Recreation Area,TXLAP,Lake Meredith National Recreation Area,9606,,,POTTER 1,,,,,,1996,3/23/1996,83,1300,Human,Missing data/not specified/undetermined,,3/23/1996,83,2200,13000,G,35.5367,-101.7744,PRIVATE,TX,,,
240458,b'\x00\x01\xad\x10\x00\x008\xfd8K=jY\xc0X\x1c\x05]\xc2\xcdA@8\xfd8K=jY\xc0X\x1c\x05]\xc2\xcdA@|\x01\x00\x00\x008\xfd8K=jY\xc0X\x1c\x05]\xc2\xcdA@\xfe',244979,W-268981,FED,DOI-WFMI,NPS,USTXLAP,Lake Meredith National Recreation Area,TXLAP,Lake Meredith National Recreation Area,9802,,,FRITCH2,,,TX3559210160119980402,FRITCH2,,1998,4/2/1998,92,1200,Human,Missing data/not specified/undetermined,,4/3/1998,93,1300,20000,G,35.6075,-101.66,PRIVATE,TX,,,
240472,b'\x00\x01\xad\x10\x00\x00DW\x7f\n\xbbkY\xc0\x18\\\xd9\x96\xe5\xc7A@DW\x7f\n\xbbkY\xc0\x18\\\xd9\x96\xe5\xc7A@|\x01\x00\x00\x00DW\x7f\n\xbbkY\xc0\x18\\\xd9\x96\xe5\xc7A@\xfe',244993,W-269003,FED,DOI-WFMI,NPS,USTXLAP,Lake Meredith National Recreation Area,TXLAP,Lake Meredith National Recreation Area,9824,,,PALO DORO,,,TX3558810167419980629,PALO DORO,,1998,6/29/1998,180,1100,Human,Missing data/not specified/undetermined,,7/1/1998,182,1800,5000,G,35.5617,-101.6833,NPS,TX,,,
240728,b'\x00\x01\xad\x10\x00\x00\xac\x93\x92\xcf\xff?\\\xc0\xd0p\xf8\x81\xc4\xabB@\xac\x93\x92\xcf\xff?\\\xc0\xd0p\xf8\x81\xc4\xabB@|\x01\x00\x00\x00\xac\x93\x92\xcf\xff?\\\xc0\xd0p\xf8\x81\xc4\xabB@\xfe',245265,W-255484,FED,DOI-WFMI,NPS,USUTZIP,Zion National Park,UTZIP,Zion National Park,34,,,WILDCAT,,,UT3732911299219960721,WILDCAT,,1996,7/21/1996,203,1600,Natural,Natural,,7/30/1996,212,1800,5830,G,37.34194,-113,NPS,UT,,,
241002,b'\x00\x01\xad\x10\x00\x00\x04\xc3+\xdca\xc5[\xc0\xa8\xa8N\x02\xb9\x1bF@\x04\xc3+\xdca\xc5[\xc0\xa8\xa8N\x02\xb9\x1bF@|\x01\x00\x00\x00\x04\xc3+\xdca\xc5[\xc0\xa8\xa8N\x02\xb9\x1bF@\xfe',245552,W-259513,FED,DOI-WFMI,NPS,USWYYNP,Yellowstone National Park,WYYNP,Yellowstone National Park,56,,,ROBINSON,,,WY4423911101819940909,ROBINSON,,1994,9/9/1994,252,1302,Natural,Natural,,10/14/1994,287,1800,8482,G,44.21659,-111.08411,NPS,ID,,,
243045,b'\x00\x01\xad\x10\x00\x00dO{\xaa\x80\x13]\xc0\xd8y\xef\xd0y\x07A@dO{\xaa\x80\x13]\xc0\xd8y\xef\xd0y\x07A@|\x01\x00\x00\x00dO{\xaa\x80\x13]\xc0\xd8y\xef\xd0y\x07A@\xfe',247679,W-205108,FED,DOI-WFMI,NPS,USCAJTP,Joshua Tree National Monument,CAJTP,Joshua Tree National Monument,46,,,COVINGTON,,,CA3405711630019950731,COVINGTON,,1995,7/31/1995,212,1430,Natural,Natural,,8/4/1995,216,1800,5521,G,34.05841,-116.30474,NPS,CA,,,
243079,b'\x00\x01\xad\x10\x00\x00\xdc\x843\xd9\xee\x12]\xc0\x10p\xcc\x15R\x00A@\xdc\x843\xd9\xee\x12]\xc0\x10p\xcc\x15R\x00A@|\x01\x00\x00\x00\xdc\x843\xd9\xee\x12]\xc0\x10p\xcc\x15R\x00A@\xfe',247713,W-205254,FED,DOI-WFMI,NPS,USCAJTP,Joshua Tree National Monument,CAJTP,Joshua Tree National Monument,5,,,JUNIPER,1999_CA-JTP-99-3739_JUNIPER COMPLEX,1999_CA-JTP-99-3739_JUNIPER COMPLEX,CA3401011623119990527,JUNIPER COMPLEX (FIRE #3),JUNIPER COMPLEX,1999,5/27/1999,147,1230,Natural,Natural,,6/3/1999,154,800,14000,G,34.00251,-116.29584,NPS,CA,,,
243594,"b'\x00\x01\xad\x10\x00\x00$\xd5""\xc8\xff\xb7^\xc0p+\xeb\xdb\xa2\nC@$\xd5""\xc8\xff\xb7^\xc0p+\xeb\xdb\xa2\nC@|\x01\x00\x00\x00$\xd5""\xc8\xff\xb7^\xc0p+\xeb\xdb\xa2\nC@\xfe'",248381,W-221647,FED,DOI-WFMI,NPS,USCARNP,Point Reyes National Seashore,CARNP,Point Reyes National Seashore,2,,,VISION,,,CA3805012286419951003,VISION,,1995,10/3/1995,276,1327,Human,Recreation and ceremony,,10/16/1995,289,2359,12354,G,38.0831,-122.875,NPS,CA,,,
